Locality,Property_Type,Furnishing_Status,Area_SqFt,BHK_Size,Bathroom_Count,Balcony_Count,Property_Age,Region,Price_Lakhs
Airoli,Apartment,Semi-Furnished,615,2,2,1,2,Navi Mumbai,58.97
Mahalaxmi,Apartment,Semi-Furnished,742,2,2,1,21,MMR,456.75
Goregaon West,Apartment,Fully Furnished,815,3,3,3,25,Mumbai,227.07
Breach Candy,Apartment,Unfurnished,981,3,3,1,8,MMR,656.96
Lokhandwala,Apartment,Unfurnished,352,1,1,3,6,MMR,92.6
Bandra East,Apartment,Semi-Furnished,418,1,1,1,23,Mumbai,148.48
Thane West,Apartment,Unfurnished,986,4,4,2,40,Thane,107.51
Juhu,Apartment,Semi-Furnished,574,2,2,0,5,Mumbai,281.23
Malad East,Apartment,Fully Furnished,542,1,1,0,22,Mumbai,39.43
Dombivli,Apartment,Unfurnished,899,3,3,2,2,Thane,48.59
Matunga,Apartment,Semi-Furnished,653,2,2,2,8,MMR,155.13
Borivali East,Apartment,Unfurnished,647,2,2,0,20,Mumbai,99.64
Bhandup,Apartment,Unfurnished,463,1,1,2,15,Mumbai,53.78
Prabhadevi,Apartment,Unfurnished,880,3,3,1,14,Mumbai,507.39
Sion,Apartment,Unfurnished,678,2,2,2,15,Mumbai,192.78
Borivali East,Apartment,Unfurnished,524,2,2,1,19,Mumbai,78.25
Badlapur,Apartment,Semi-Furnished,692,2,2,1,29,Thane,24.48
Santacruz West,Apartment,Unfurnished,381,1,1,2,12,Mumbai,140.3
Sion,Apartment,Semi-Furnished,551,2,2,0,3,Mumbai,135.93
Malad West,Apartment,Semi-Furnished,726,2,2,1,8,Mumbai,150.03
Prabhadevi,Apartment,Unfurnished,647,2,2,1,14,Mumbai,410.25
Goregaon West,Apartment,Unfurnished,582,2,2,3,10,Mumbai,78.25
Worli,Apartment,Semi-Furnished,1103,3,3,1,7,Mumbai,921.48
Belapur,Apartment,Unfurnished,565,2,2,1,12,MMR,62.37
Byculla,Apartment,Semi-Furnished,592,2,2,1,37,Mumbai,208.74
Vile Parle West,Apartment,Unfurnished,644,2,2,1,4,Mumbai,274.04
Bhayandar,Apartment,Unfurnished,3001,5,5,0,18,Mira-Bhayandar,209.31
Chembur,Apartment,Fully Furnished,537,2,2,2,19,Mumbai,98.92
Thane East,Apartment,Fully Furnished,1890,5,5,1,21,Thane,183.82
Kandivali West,Apartment,Unfurnished,684,2,2,1,10,Mumbai,84.4
Kharghar,Apartment,Fully Furnished,2414,5,5,0,8,Navi Mumbai,272.71
Chembur,Apartment,Semi-Furnished,686,2,2,2,22,Mumbai,134.85
Nariman Point,Apartment,Fully Furnished,885,3,3,2,28,MMR,512.91
Walkeshwar,Apartment,Fully Furnished,1130,4,4,2,7,MMR,810.07
Bhandup,Apartment,Unfurnished,566,2,2,1,10,Mumbai,97.63
Ghatkopar East,Apartment,Fully Furnished,566,2,2,0,9,Mumbai,108.93
Khar West,Apartment,Unfurnished,1047,3,3,3,8,MMR,465.44
Santacruz East,Apartment,Unfurnished,514,2,2,1,11,Mumbai,165.56
Bandra West,Apartment,Fully Furnished,1079,4,4,2,2,Mumbai,873.62
Ghatkopar West,Apartment,Unfurnished,746,2,2,1,15,Mumbai,146.39
Ghodbunder Road,Apartment,Semi-Furnished,491,2,2,3,10,MMR,38.12
Sion,Apartment,Unfurnished,2958,5,5,2,6,Mumbai,796.25
Airoli,Apartment,Unfurnished,499,1,1,1,2,Navi Mumbai,53.91
Kandivali East,Apartment,Unfurnished,488,1,1,2,15,Mumbai,62.99
Powai,Apartment,Unfurnished,698,2,2,1,6,Mumbai,179.11
Bkc (Bandra-Kurla),Apartment,Fully Furnished,3042,5,5,1,11,MMR,2700.27
Mulund West,Apartment,Fully Furnished,435,1,1,2,12,Mumbai,87.26
Vikhroli,Apartment,Semi-Furnished,429,1,1,1,38,Mumbai,71.77
Airoli,Apartment,Semi-Furnished,991,3,3,1,6,Navi Mumbai,124.82
Borivali West,Apartment,Semi-Furnished,773,2,2,1,32,Mumbai,109.66
Ghatkopar West,Apartment,Fully Furnished,1086,3,3,1,8,Mumbai,155.28
Airoli,Apartment,Unfurnished,520,1,1,1,13,Navi Mumbai,52.42
Breach Candy,Apartment,Unfurnished,848,3,3,2,9,MMR,637.34
Wadala,Apartment,Unfurnished,515,1,1,1,5,Mumbai,149.23
Airoli,Apartment,Semi-Furnished,1403,3,3,1,37,Navi Mumbai,119.08
Vashi,Apartment,Semi-Furnished,623,2,2,2,9,Navi Mumbai,77.62
Lower Parel,Apartment,Unfurnished,665,2,2,1,2,Mumbai,327.1
Santacruz West,Apartment,Semi-Furnished,537,2,2,1,10,Mumbai,259.73
Kandivali East,Apartment,Fully Furnished,1487,4,4,1,2,Mumbai,255.16
Versova,Apartment,Unfurnished,3647,5,5,2,4,MMR,1111.09
Kandivali West,Apartment,Fully Furnished,573,2,2,1,36,Mumbai,77.27
Bandra East,Apartment,Fully Furnished,609,2,2,0,26,Mumbai,315.39
Seawoods,Apartment,Semi-Furnished,663,2,2,1,5,Navi Mumbai,93.79
Andheri East,Apartment,Unfurnished,373,1,1,2,16,Mumbai,96.88
Vikhroli,Apartment,Semi-Furnished,834,3,3,2,5,Mumbai,200.26
Vashi,Apartment,Fully Furnished,3342,5,5,1,3,Navi Mumbai,531.46
Lower Parel,Apartment,Unfurnished,737,2,2,1,17,Mumbai,256.91
Matunga,Apartment,Unfurnished,480,1,1,2,7,MMR,164.15
Lokhandwala,Apartment,Fully Furnished,640,2,2,2,3,MMR,178.04
Vile Parle East,Apartment,Unfurnished,738,2,2,1,11,Mumbai,232.87
Sanpada,Apartment,Semi-Furnished,817,2,2,1,13,Navi Mumbai,82.31
Kurla West,Apartment,Unfurnished,1233,3,3,1,9,MMR,321.9
Malad East,Apartment,Unfurnished,983,3,3,3,9,Mumbai,115.85
Borivali East,Apartment,Fully Furnished,544,2,2,3,4,Mumbai,93.71
Mahalaxmi,Apartment,Unfurnished,914,3,3,2,7,MMR,560.68
Vikhroli,Apartment,Fully Furnished,473,2,2,1,36,Mumbai,117.21
Mazgaon,Apartment,Unfurnished,651,2,2,1,14,MMR,158.91
Badlapur,Apartment,Fully Furnished,1009,3,3,1,15,Thane,37.79
Cuffe Parade,Apartment,Unfurnished,639,2,2,1,5,MMR,490.72
Prabhadevi,Apartment,Unfurnished,911,3,3,2,21,Mumbai,468.82
Vashi,Apartment,Unfurnished,1420,4,4,1,18,Navi Mumbai,231.61
Wadala,Apartment,Unfurnished,743,2,2,1,30,Mumbai,241.42
Nerul,Apartment,Fully Furnished,499,2,2,1,3,Navi Mumbai,82.23
Dahisar,Apartment,Semi-Furnished,777,2,2,1,3,Mumbai,100.32
Vikhroli,Apartment,Fully Furnished,1033,3,3,2,22,Mumbai,192.13
Malabar Hill,Apartment,Semi-Furnished,2587,5,5,3,18,MMR,1914.68
Lokhandwala,Apartment,Unfurnished,707,2,2,2,14,MMR,169.73
Cuffe Parade,Apartment,Unfurnished,818,3,3,1,22,MMR,560.26
Matunga,Apartment,Unfurnished,2299,5,5,1,6,MMR,753.33
Malabar Hill,Apartment,Fully Furnished,1447,4,4,3,15,MMR,1193.22
Oshiwara,Apartment,Fully Furnished,1593,4,4,2,2,MMR,440.13
Kanjurmarg,Apartment,Fully Furnished,673,2,2,1,9,MMR,99.4
Ghatkopar East,Apartment,Fully Furnished,623,2,2,1,12,Mumbai,123.45
Versova,Apartment,Semi-Furnished,540,2,2,1,4,MMR,146.67
Vile Parle East,Apartment,Unfurnished,463,1,1,1,26,Mumbai,125.79
Powai,Apartment,Unfurnished,1583,4,4,0,2,Mumbai,465.59
Versova,Apartment,Unfurnished,365,1,1,0,9,MMR,105.42
Mahalaxmi,Apartment,Semi-Furnished,662,2,2,0,3,MMR,445.98
Borivali East,Apartment,Unfurnished,637,2,2,1,11,Mumbai,96.13
Lower Parel,Apartment,Unfurnished,592,2,2,2,17,Mumbai,249.16
Wadala,Apartment,Fully Furnished,966,3,3,1,5,Mumbai,314.7
Kalwa,Apartment,Semi-Furnished,397,1,1,1,33,Thane,24.81
Marine Drive,Apartment,Semi-Furnished,1115,4,4,2,11,MMR,634.67
Malad West,Apartment,Semi-Furnished,1430,4,4,2,40,Mumbai,219.11
Mazgaon,Apartment,Fully Furnished,1091,3,3,2,19,MMR,334.69
Seawoods,Apartment,Unfurnished,491,1,1,3,8,Navi Mumbai,50.16
Marine Drive,Apartment,Unfurnished,456,2,2,1,4,MMR,280.71
Virar,Apartment,Semi-Furnished,584,2,2,1,3,Vasai-Virar,23.29
Bandra East,Apartment,Semi-Furnished,3220,5,5,1,17,Mumbai,1482.83
Borivali East,Apartment,Unfurnished,754,2,2,1,5,Mumbai,102.25
Bhandup,Apartment,Unfurnished,622,2,2,1,23,Mumbai,72.05
Mahalaxmi,Apartment,Unfurnished,442,1,1,1,6,MMR,244.68
Thane West,Apartment,Fully Furnished,876,3,3,3,11,Thane,112.26
Mulund East,Apartment,Unfurnished,863,3,3,1,17,Mumbai,117.88
Borivali West,Apartment,Semi-Furnished,481,1,1,1,2,Mumbai,70.63
Matunga,Apartment,Unfurnished,448,1,1,1,6,MMR,163.13
Bandra East,Apartment,Unfurnished,410,1,1,1,7,Mumbai,165.42
Airoli,Apartment,Unfurnished,558,2,2,0,7,Navi Mumbai,51.66
Ghatkopar West,Apartment,Semi-Furnished,895,3,3,2,7,Mumbai,125.91
Marine Drive,Apartment,Semi-Furnished,943,3,3,1,15,MMR,556.24
Walkeshwar,Apartment,Fully Furnished,1583,4,4,1,10,MMR,1397.22
Nala Sopara,Apartment,Unfurnished,686,2,2,1,16,Vasai-Virar,22.51
Vashi,Apartment,Unfurnished,722,2,2,1,12,Navi Mumbai,72.75
Kandivali East,Apartment,Unfurnished,454,1,1,1,27,Mumbai,53.53
Andheri West,Apartment,Fully Furnished,871,3,3,1,38,Mumbai,344.9
Kanjurmarg,Apartment,Unfurnished,1149,3,3,1,7,MMR,130.5
Ghodbunder Road,Apartment,Fully Furnished,1334,4,4,1,3,MMR,128.77
Mazgaon,Apartment,Unfurnished,386,1,1,1,3,MMR,111.21
Dahisar,Apartment,Semi-Furnished,650,2,2,2,32,Mumbai,61.35
Cuffe Parade,Apartment,Unfurnished,956,3,3,2,10,MMR,674.09
Sewri,Apartment,Fully Furnished,778,2,2,1,6,MMR,219.07
Sewri,Apartment,Semi-Furnished,598,2,2,2,11,MMR,172.29
Panvel,Apartment,Semi-Furnished,2832,5,5,2,8,Navi Mumbai,192.72
Mira Road,Apartment,Semi-Furnished,568,2,2,1,13,Mira-Bhayandar,53.98
Bhayandar,Apartment,Unfurnished,818,3,3,1,14,Mira-Bhayandar,52.28
Vasai,Apartment,Fully Furnished,872,3,3,0,5,Vasai-Virar,27.29
Colaba,Apartment,Unfurnished,280,1,1,1,30,MMR,136.15
Nala Sopara,Apartment,Semi-Furnished,1513,4,4,1,7,Vasai-Virar,77.13
Mahalaxmi,Apartment,Semi-Furnished,849,3,3,2,9,MMR,633.96
Borivali East,Apartment,Fully Furnished,721,2,2,2,23,Mumbai,88.56
Ulwe,Apartment,Semi-Furnished,495,1,1,1,35,Navi Mumbai,35.48
Kandivali West,Apartment,Unfurnished,888,3,3,1,3,Mumbai,157.71
Kharghar,Apartment,Fully Furnished,966,3,3,1,11,Navi Mumbai,76.51
Nerul,Apartment,Semi-Furnished,1089,3,3,3,11,Navi Mumbai,121.77
Nerul,Apartment,Unfurnished,918,3,3,2,4,Navi Mumbai,126.43
Bhayandar,Apartment,Semi-Furnished,777,2,2,1,25,Mira-Bhayandar,46.23
Oshiwara,Apartment,Fully Furnished,415,1,1,3,8,MMR,141.16
Goregaon West,Apartment,Semi-Furnished,409,1,1,2,15,Mumbai,59.77
Oshiwara,Apartment,Unfurnished,336,1,1,2,9,MMR,84.89
Malad West,Apartment,Unfurnished,656,2,2,1,8,Mumbai,148.21
Vile Parle East,Apartment,Unfurnished,949,3,3,1,2,Mumbai,256.23
Kopar Khairane,Apartment,Semi-Furnished,660,2,2,1,10,MMR,79.86
Santacruz West,Apartment,Semi-Furnished,910,3,3,1,11,Mumbai,338.68
Nariman Point,Apartment,Unfurnished,3023,5,5,1,4,MMR,2480.17
Borivali East,Apartment,Semi-Furnished,521,2,2,1,26,Mumbai,67.93
Santacruz West,Apartment,Fully Furnished,727,2,2,1,14,Mumbai,291.82
Nala Sopara,Apartment,Unfurnished,699,2,2,1,4,Vasai-Virar,27.7
Sanpada,Apartment,Fully Furnished,450,1,1,1,4,Navi Mumbai,53.41
Bandra West,Apartment,Semi-Furnished,751,2,2,1,2,Mumbai,419.88
Byculla,Apartment,Semi-Furnished,688,2,2,2,12,Mumbai,250.42
Dahisar,Apartment,Unfurnished,865,3,3,0,7,Mumbai,102.67
Kanjurmarg,Apartment,Unfurnished,413,1,1,1,9,MMR,76.14
Bandra West,Apartment,Semi-Furnished,378,1,1,1,13,Mumbai,263.15
Kalyan,Apartment,Fully Furnished,905,3,3,2,12,Thane,69.52
Taloja,Apartment,Unfurnished,596,2,2,1,6,Navi Mumbai,37.74
Andheri East,Apartment,Fully Furnished,657,2,2,0,10,Mumbai,166.76
Ulwe,Apartment,Unfurnished,773,3,3,2,37,Navi Mumbai,54.11
Bandra West,Apartment,Semi-Furnished,1593,4,4,0,9,Mumbai,962.31
Ulwe,Apartment,Semi-Furnished,434,1,1,1,11,Navi Mumbai,37.81
Sion,Apartment,Semi-Furnished,601,2,2,2,2,Mumbai,169.17
Sanpada,Apartment,Fully Furnished,784,3,3,1,38,Navi Mumbai,106.58
Kurla West,Apartment,Unfurnished,1148,4,4,1,40,MMR,253.7
Thane East,Apartment,Unfurnished,919,3,3,1,5,Thane,74.86
Vasai,Apartment,Fully Furnished,1121,3,3,1,28,Vasai-Virar,69.8
Vile Parle West,Apartment,Fully Furnished,2275,5,5,1,15,Mumbai,931.29
Andheri East,Apartment,Semi-Furnished,434,1,1,1,7,Mumbai,121.84
Bkc (Bandra-Kurla),Apartment,Semi-Furnished,2733,5,5,1,13,MMR,2327.18
Mulund East,Apartment,Semi-Furnished,401,1,1,3,5,Mumbai,27.69
Santacruz East,Apartment,Semi-Furnished,770,2,2,0,22,Mumbai,173.87
Ghansoli,Apartment,Unfurnished,542,2,2,1,11,Navi Mumbai,32.73
Mumbra,Apartment,Unfurnished,769,2,2,1,34,Thane,33.67
Juhu,Apartment,Semi-Furnished,1187,4,4,0,19,Mumbai,521.65
Bkc (Bandra-Kurla),Apartment,Unfurnished,1067,3,3,1,8,MMR,695.5
Borivali East,Apartment,Semi-Furnished,517,2,2,2,2,Mumbai,73.3
Bkc (Bandra-Kurla),Apartment,Unfurnished,580,2,2,1,37,MMR,314.13
Bandra West,Apartment,Unfurnished,1448,4,4,3,31,Mumbai,730.69
Panvel,Apartment,Semi-Furnished,707,2,2,2,11,Navi Mumbai,50.83
Malad West,Apartment,Semi-Furnished,1532,4,4,1,14,Mumbai,233.02
Seawoods,Apartment,Unfurnished,559,2,2,1,11,Navi Mumbai,75.79
Santacruz West,Apartment,Semi-Furnished,961,3,3,1,8,Mumbai,541.15
Mazgaon,Apartment,Semi-Furnished,569,2,2,2,8,MMR,177.34
Vasai,Apartment,Semi-Furnished,731,2,2,1,7,Vasai-Virar,26.62
Vashi,Apartment,Semi-Furnished,712,2,2,2,5,Navi Mumbai,97.45
Mulund West,Apartment,Fully Furnished,664,2,2,1,10,Mumbai,131.21
Ghatkopar East,Apartment,Unfurnished,684,2,2,1,4,Mumbai,115.58
Ghodbunder Road,Apartment,Fully Furnished,666,2,2,1,9,MMR,68.75
Kurla East,Apartment,Unfurnished,413,2,2,2,21,MMR,59.86
Powai,Apartment,Unfurnished,847,3,3,1,40,Mumbai,190.16
Dadar West,Apartment,Unfurnished,1056,3,3,3,37,MMR,283.57
Ulwe,Apartment,Fully Furnished,894,3,3,2,5,Navi Mumbai,70.66
Bandra West,Apartment,Fully Furnished,612,2,2,1,18,Mumbai,306.99
Malabar Hill,Apartment,Unfurnished,830,3,3,0,2,MMR,757.57
Ghatkopar West,Apartment,Unfurnished,1081,3,3,2,31,Mumbai,197.55
Lower Parel,Apartment,Fully Furnished,280,1,1,1,7,Mumbai,136.75
Goregaon East,Apartment,Unfurnished,351,1,1,1,8,Mumbai,69.35
Dadar East,Apartment,Semi-Furnished,896,3,3,1,9,MMR,301.59
Badlapur,Apartment,Semi-Furnished,902,3,3,2,7,Thane,30.32
Vile Parle East,Apartment,Semi-Furnished,620,2,2,2,5,Mumbai,236.28
Malad East,Apartment,Semi-Furnished,531,2,2,1,8,Mumbai,73.69
Panvel,Apartment,Unfurnished,1069,3,3,1,3,Navi Mumbai,58.6
Airoli,Apartment,Unfurnished,900,3,3,2,4,Navi Mumbai,84.23
Kurla East,Apartment,Semi-Furnished,765,2,2,1,21,MMR,68.59
Cuffe Parade,Apartment,Semi-Furnished,734,3,3,1,5,MMR,595.42
Walkeshwar,Apartment,Semi-Furnished,968,3,3,1,10,MMR,616.24
Panvel,Apartment,Unfurnished,1430,4,4,1,10,Navi Mumbai,94.9
Badlapur,Apartment,Unfurnished,1067,3,3,2,8,Thane,35.85
Nerul,Apartment,Unfurnished,711,2,2,1,40,Navi Mumbai,77.36
Cuffe Parade,Apartment,Unfurnished,1458,4,4,3,4,MMR,1319.79
Ulwe,Apartment,Semi-Furnished,859,3,3,1,6,Navi Mumbai,56.61
Vashi,Apartment,Fully Furnished,653,2,2,2,18,Navi Mumbai,102.64
Chembur,Apartment,Unfurnished,619,2,2,1,17,Mumbai,128.0
Parel,Apartment,Semi-Furnished,1715,4,4,1,26,Mumbai,636.48
Kharghar,Apartment,Semi-Furnished,924,3,3,2,36,Navi Mumbai,86.53
Goregaon West,Apartment,Fully Furnished,418,1,1,1,26,Mumbai,81.4
Vile Parle West,Apartment,Semi-Furnished,810,3,3,1,9,Mumbai,297.43
Walkeshwar,Apartment,Unfurnished,3669,5,5,1,39,MMR,1805.16
Manpada,Apartment,Fully Furnished,932,3,3,3,14,MMR,76.64
Byculla,Apartment,Fully Furnished,650,2,2,0,6,Mumbai,219.45
Worli,Apartment,Unfurnished,537,2,2,0,6,Mumbai,396.95
Thane West,Apartment,Semi-Furnished,1301,4,4,1,22,Thane,189.09
Bhandup,Apartment,Unfurnished,835,3,3,1,35,Mumbai,85.24
Seawoods,Apartment,Semi-Furnished,2380,5,5,2,8,Navi Mumbai,356.16
Manpada,Apartment,Fully Furnished,409,1,1,1,9,MMR,31.72
Sanpada,Apartment,Unfurnished,1956,5,5,2,5,Navi Mumbai,154.71
Andheri East,Apartment,Semi-Furnished,414,1,1,2,8,Mumbai,61.04
Mumbra,Apartment,Semi-Furnished,1920,5,5,2,26,Thane,93.71
Marine Drive,Apartment,Unfurnished,660,2,2,1,14,MMR,410.75
Seawoods,Apartment,Unfurnished,484,1,1,1,4,Navi Mumbai,69.95
Pedder Road,Apartment,Unfurnished,379,1,1,1,9,MMR,214.51
Breach Candy,Apartment,Unfurnished,707,2,2,1,13,MMR,509.67
Kalwa,Apartment,Unfurnished,878,2,2,0,4,Thane,51.67
Andheri West,Apartment,Fully Furnished,674,2,2,2,5,Mumbai,215.11
Goregaon West,Apartment,Semi-Furnished,435,1,1,0,4,Mumbai,97.69
Malabar Hill,Apartment,Semi-Furnished,945,3,3,1,27,MMR,823.35
Sanpada,Apartment,Semi-Furnished,596,2,2,1,25,Navi Mumbai,67.71
Sion,Apartment,Semi-Furnished,1058,3,3,1,12,Mumbai,269.98
Naigaon,Apartment,Unfurnished,1412,4,4,1,8,Vasai-Virar,64.71
Colaba,Apartment,Fully Furnished,734,3,3,2,7,MMR,339.46
Prabhadevi,Apartment,Semi-Furnished,2423,5,5,3,13,Mumbai,963.21
Wadala,Apartment,Semi-Furnished,972,3,3,1,4,Mumbai,278.25
Sewri,Apartment,Semi-Furnished,1331,4,4,1,34,MMR,280.06
Kanjurmarg,Apartment,Unfurnished,1301,3,3,1,9,MMR,247.82
Kurla East,Apartment,Fully Furnished,1113,3,3,2,9,MMR,199.22
Borivali East,Apartment,Unfurnished,663,2,2,1,11,Mumbai,102.69
Vile Parle West,Apartment,Fully Furnished,439,2,2,2,12,Mumbai,180.54
Andheri East,Apartment,Semi-Furnished,707,2,2,1,21,Mumbai,185.81
Sanpada,Apartment,Unfurnished,682,2,2,1,2,Navi Mumbai,74.67
Thane West,Apartment,Semi-Furnished,732,2,2,1,33,Thane,74.67
Pedder Road,Apartment,Unfurnished,625,2,2,1,6,MMR,401.56
Mazgaon,Apartment,Unfurnished,454,1,1,2,38,MMR,93.4
Panvel,Apartment,Unfurnished,447,1,1,1,3,Navi Mumbai,31.03
Matunga,Apartment,Unfurnished,280,1,1,1,5,MMR,85.22
Nerul,Apartment,Unfurnished,1005,3,3,0,13,Navi Mumbai,137.57
Virar,Apartment,Fully Furnished,1736,5,5,2,8,Vasai-Virar,65.53
Taloja,Apartment,Unfurnished,799,2,2,1,7,Navi Mumbai,39.91
Chembur,Apartment,Fully Furnished,387,1,1,1,15,Mumbai,105.37
Andheri West,Apartment,Semi-Furnished,590,2,2,3,14,Mumbai,164.65
Worli,Apartment,Unfurnished,848,4,4,1,3,Mumbai,679.75
Breach Candy,Apartment,Fully Furnished,844,3,3,2,7,MMR,602.04
Worli,Apartment,Unfurnished,2816,5,5,1,5,Mumbai,2100.93
Vashi,Apartment,Unfurnished,565,2,2,1,5,Navi Mumbai,77.55
Malad East,Apartment,Semi-Furnished,688,2,2,2,7,Mumbai,121.39
Vile Parle West,Apartment,Fully Furnished,925,3,3,1,5,Mumbai,345.91
Borivali East,Apartment,Unfurnished,2563,5,5,1,10,Mumbai,295.53
Bkc (Bandra-Kurla),Apartment,Semi-Furnished,617,2,2,2,8,MMR,391.08
Ambernath,Apartment,Unfurnished,627,2,2,2,2,Thane,26.46
Lokhandwala,Apartment,Unfurnished,1712,5,5,0,11,MMR,397.91
Mazgaon,Apartment,Unfurnished,645,2,2,1,5,MMR,186.58
Dadar West,Apartment,Unfurnished,430,1,1,1,37,MMR,116.15
Bkc (Bandra-Kurla),Apartment,Unfurnished,1635,4,4,1,9,MMR,992.96
Santacruz West,Apartment,Unfurnished,912,3,3,0,17,Mumbai,413.97
Walkeshwar,Apartment,Unfurnished,901,3,3,1,18,MMR,787.72
Borivali East,Apartment,Unfurnished,2928,5,5,1,5,Mumbai,414.76
Kanjurmarg,Apartment,Fully Furnished,594,2,2,1,15,MMR,98.58
Naigaon,Apartment,Unfurnished,849,3,3,3,21,Vasai-Virar,26.65
Wadala,Apartment,Unfurnished,711,2,2,1,19,Mumbai,239.5
Chembur,Apartment,Semi-Furnished,1086,3,3,1,7,Mumbai,237.61
Kurla East,Apartment,Semi-Furnished,1354,4,4,0,3,MMR,233.02
Malad West,Apartment,Unfurnished,632,2,2,1,22,Mumbai,110.91
Kandivali East,Apartment,Unfurnished,1066,3,3,2,12,Mumbai,125.17
Prabhadevi,Apartment,Semi-Furnished,845,3,3,1,5,Mumbai,426.19
Mazgaon,Apartment,Fully Furnished,322,1,1,1,21,MMR,89.01
Matunga,Apartment,Semi-Furnished,645,2,2,3,5,MMR,294.18
Dadar West,Apartment,Fully Furnished,579,2,2,1,9,MMR,224.95
Juhu,Apartment,Semi-Furnished,1057,3,3,1,13,Mumbai,434.88
Airoli,Apartment,Fully Furnished,683,2,2,1,39,Navi Mumbai,68.77
Malad East,Apartment,Fully Furnished,862,2,2,1,11,Mumbai,136.82
Bhandup,Apartment,Unfurnished,1432,4,4,0,7,Mumbai,130.24
Pedder Road,Apartment,Unfurnished,1525,4,4,0,12,MMR,1083.1
Seawoods,Apartment,Unfurnished,427,1,1,1,40,Navi Mumbai,57.72
Goregaon East,Apartment,Unfurnished,1320,4,4,0,14,Mumbai,183.58
Panvel,Apartment,Unfurnished,612,2,2,1,5,Navi Mumbai,28.95
Kurla East,Apartment,Unfurnished,461,2,2,0,8,MMR,76.19
Vikhroli,Apartment,Semi-Furnished,539,2,2,1,37,Mumbai,117.69
Panvel,Apartment,Unfurnished,977,3,3,3,2,Navi Mumbai,57.17
Mahalaxmi,Apartment,Unfurnished,598,2,2,1,13,MMR,335.59
Colaba,Apartment,Unfurnished,624,2,2,1,2,MMR,323.33
Sewri,Apartment,Unfurnished,450,1,1,1,12,MMR,95.02
Tardeo,Apartment,Unfurnished,688,2,2,1,9,MMR,363.18
Borivali West,Apartment,Unfurnished,539,2,2,2,4,Mumbai,80.7
Mira Road,Apartment,Semi-Furnished,1264,3,3,1,7,Mira-Bhayandar,122.79
Bhayandar,Apartment,Semi-Furnished,533,1,1,1,4,Mira-Bhayandar,42.49
Cuffe Parade,Apartment,Semi-Furnished,1402,4,4,1,31,MMR,985.9
Nerul,Apartment,Unfurnished,450,1,1,2,6,Navi Mumbai,51.0
Nerul,Apartment,Semi-Furnished,2000,5,5,1,7,Navi Mumbai,344.27
Malad West,Apartment,Semi-Furnished,473,1,1,1,4,Mumbai,103.35
Worli,Apartment,Unfurnished,2917,5,5,1,5,Mumbai,2207.75
Santacruz West,Apartment,Semi-Furnished,894,3,3,1,15,Mumbai,453.5
Ghatkopar East,Apartment,Unfurnished,400,1,1,3,17,Mumbai,63.92
Pedder Road,Apartment,Semi-Furnished,673,2,2,2,20,MMR,558.86
Pedder Road,Apartment,Semi-Furnished,1509,4,4,1,5,MMR,949.22
Oshiwara,Apartment,Fully Furnished,685,2,2,2,2,MMR,176.63
Thane West,Apartment,Semi-Furnished,633,2,2,1,7,Thane,80.33
Mira Road,Apartment,Unfurnished,897,3,3,0,3,Mira-Bhayandar,77.09
Ghatkopar East,Apartment,Semi-Furnished,669,2,2,1,40,Mumbai,102.26
Sion,Apartment,Unfurnished,920,3,3,2,5,Mumbai,271.41
Badlapur,Apartment,Fully Furnished,717,2,2,3,11,Thane,29.58
Borivali East,Apartment,Unfurnished,943,3,3,1,7,Mumbai,149.63
Ghodbunder Road,Apartment,Unfurnished,2366,5,5,3,27,MMR,187.34
Santacruz East,Apartment,Fully Furnished,669,2,2,1,16,Mumbai,164.86
Manpada,Apartment,Unfurnished,710,2,2,3,9,MMR,58.33
Khar West,Apartment,Semi-Furnished,885,3,3,3,6,MMR,459.56
Byculla,Apartment,Semi-Furnished,780,2,2,1,30,Mumbai,313.51
Thane West,Apartment,Semi-Furnished,985,3,3,1,20,Thane,82.41
Ulwe,Apartment,Unfurnished,467,1,1,1,22,Navi Mumbai,29.67
Santacruz East,Apartment,Semi-Furnished,537,2,2,1,28,Mumbai,199.8
Bkc (Bandra-Kurla),Apartment,Unfurnished,742,2,2,2,8,MMR,456.21
Byculla,Apartment,Unfurnished,691,2,2,0,22,Mumbai,227.55
Vashi,Apartment,Unfurnished,831,2,2,1,8,Navi Mumbai,99.72
Lower Parel,Apartment,Semi-Furnished,862,3,3,0,12,Mumbai,480.3
Seawoods,Apartment,Unfurnished,655,3,3,1,7,Navi Mumbai,73.23
Mulund East,Apartment,Semi-Furnished,398,1,1,3,12,Mumbai,52.36
Mahalaxmi,Apartment,Fully Furnished,754,3,3,2,8,MMR,540.85
Panvel,Apartment,Semi-Furnished,563,1,1,1,10,Navi Mumbai,30.07
Santacruz East,Apartment,Unfurnished,486,1,1,0,6,Mumbai,166.64
Andheri East,Apartment,Fully Furnished,585,2,2,0,3,Mumbai,205.63
Nerul,Apartment,Fully Furnished,1235,3,3,2,34,Navi Mumbai,160.8
Borivali East,Apartment,Semi-Furnished,1761,4,4,3,3,Mumbai,212.72
Dahisar,Apartment,Unfurnished,374,1,1,1,14,Mumbai,39.13
Kalyan,Apartment,Unfurnished,383,1,1,0,22,Thane,20.96
Belapur,Apartment,Unfurnished,1296,4,4,1,14,MMR,138.42
Dahisar,Apartment,Fully Furnished,780,2,2,1,2,Mumbai,116.29
